PO_Item_Code,Ordered,Unit_Cost,Department_Name,Department_Code,Order_Date
71-51064,4.0,90.88,026403 Mechanicals,026403,2025-01-27
25-10502,3.0,13.54,026401 Electricians,026401,2024-07-09
71-00226,1.0,369.79,026403 Mechanicals,026403,2024-07-09
95-11073S,2.0,57.71,026809 Preventive Maintenance,026809,2024-07-12
35-10612S,1.0,119.15,026400 Carpenters,026400,2024-07-26
35-10723S,10.0,5.39,026400 Carpenters,026400,2024-07-26
90-12102,36.0,14.44,026809 Preventive Maintenance,026809,2024-08-12
22-50387S,50.0,2.2666,026401 Electricians,026401,2024-09-24
58-00416,4.0,1.66,026404 Plumbing,026404,2024-10-16
15-26708K,6.0,8.01,026400 Carpenters,026400,2024-10-22
35-10747,1.0,141.04,026400 Carpenters,026400,2024-10-30
15-10904,1.0,193.7,026400 Carpenters,026400,2024-10-30
71-13290,2.0,36.12,026403 Mechanicals,026403,2024-12-04
20-11961,3.0,259.91,026401 Electricians,026401,2025-01-07
59-12332,1.0,13.5,026404 Plumbing,026404,2024-10-04
71-12380,4.0,239.79,026403 Mechanicals,026403,2025-01-27
59-10946,2.0,10.39,026404 Plumbing,026404,2025-02-21
71-53050,10.0,1.98,026403 Mechanicals,026403,2025-03-07
71-10445S,4.0,4.72,026403 Mechanicals,026403,2025-03-07
30-10470,45.0,8.65,026803 Custodial Services,026803,2025-04-25
90-12100,60.0,12.07,026809 Preventive Maintenance,026809,2025-02-05
35-20060K,12.0,11.064,026803 Custodial Services,026803,2025-02-11
15-11230,1.0,476.4,026400 Carpenters,026400,2025-02-13
90-11263K,2.0,11.75,026809 Preventive Maintenance,026809,2025-03-21
90-12102,42.0,14.44,026809 Preventive Maintenance,026809,2024-05-28
71-00534,6.0,3.94,026403 Mechanicals,026403,2024-06-12
22-12962,1.0,256.91,026401 Electricians,026401,2025-04-11
35-10777,5.0,12.14,026804 Stores,026804,2025-05-05
70-11483,1.0,279.0,026403 Mechanicals,026403,2024-07-26
30-10704,360.0,31.03,026803 Custodial Services,026803,2024-08-12
15-20278K,3.0,14.1,026400 Carpenters,026400,2024-10-22
71-00619,4.0,16.96,026403 Mechanicals,026403,2024-11-20
71-00468,1.0,128.41,026403 Mechanicals,026403,2024-11-20
59-11505,2.0,21.79,026404 Plumbing,026404,2025-01-14
30-10704,450.0,31.03,026803 Custodial Services,026803,2025-01-17
71-00667,2.0,23.18,026403 Mechanicals,026403,2025-03-19
22-12733S,8.0,45.48,026401 Electricians,026401,2025-02-04
20-10903,10.0,13.83,026401 Electricians,026401,2025-02-13
22-10633,1.0,131.14,026401 Electricians,026401,2025-03-12
30-10546,6.0,51.78,026803 Custodial Services,026803,2025-02-25
22-12961,1.0,3122.0,026401 Electricians,026401,2025-04-10
71-00688,1.0,300.0,026403 Mechanicals,026403,2025-05-05
22-11823S,2.0,392.48,026401 Electricians,026401,2024-07-05
22-10572S,5.0,4.04,026401 Electricians,026401,2024-07-05
59-11590S,10.0,2.52,026404 Plumbing,026404,2024-06-26
59-11590S,100.0,2.52,026404 Plumbing,026404,2024-07-23
71-00559,2.0,137.81,026403 Mechanicals,026403,2024-07-26
91-00343,1.0,321.28,026809 Preventive Maintenance,026809,2024-10-09
35-10452K,12.0,3.99,026402 Painters,026402,2025-02-05
91-00333,5.0,130.0,026809 Preventive Maintenance,026809,2024-08-01
58-00467,1.0,153.72,026404 Plumbing,026404,2025-01-14
59-10328S,10.0,0.89,026404 Plumbing,026404,2025-01-17
59-10360S,10.0,1.87,026404 Plumbing,026404,2025-01-17
70-11510,1.0,437.5,026403 Mechanicals,026403,2025-02-20
35-10507S,1.0,88.67,026403 Mechanicals,026403,2024-10-16
71-00597,1.0,1246.67,026403 Mechanicals,026403,2024-10-22
58-00460,1.0,275.02,026404 Plumbing,026404,2025-01-09
59-11573,2.0,66.73,026404 Plumbing,026404,2025-01-17
44-10552S,4.0,12.73,026402 Painters,026402,2025-02-05
44-10280,24.0,19.47,026402 Painters,026402,2025-02-05
44-10569,1.0,41.99,026402 Painters,026402,2025-02-05
35-10606S,1.0,23.79,026402 Painters,026402,2025-02-25
59-13202,1.0,47.6,026404 Plumbing,026404,2024-06-26
71-00561,1.0,6.9,026403 Mechanicals,026403,2024-07-26
70-11229,20.0,128.2827,026403 Mechanicals,026403,2024-08-06
71-00566,4.0,257.6,026403 Mechanicals,026403,2024-08-13
30-10225S,60.0,3.95,026401 Electricians,026401,2024-10-15
30-10775,6.0,63.62,026803 Custodial Services,026803,2024-10-29
70-19176,4.0,159.0032,026403 Mechanicals,026403,2024-08-06
25-10495,12.0,25.78,026401 Electricians,026401,2024-05-31
91-00238,6.0,11.92,026809 Preventive Maintenance,026809,2024-06-19
59-12126,4.0,3.641,026404 Plumbing,026404,2024-05-28
59-12124S,5.0,2.432,026404 Plumbing,026404,2024-05-28
44-10149,1.0,8.53,026402 Painters,026402,2025-02-25
22-12958,1.0,91.8,026401 Electricians,026401,2025-03-12
30-10796S,150.0,2.94,026803 Custodial Services,026803,2024-06-26
20-10739S,220.0,5.76,026401 Electricians,026401,2024-08-09
90-11531,4.0,70.62,026809 Preventive Maintenance,026809,2024-08-27
35-10738,4.0,3.15,026403 Mechanicals,026403,2024-10-16
90-10726,4.0,10.92,026809 Preventive Maintenance,026809,2024-12-20
55-54541S,6.0,2.674,026404 Plumbing,026404,2024-05-28
59-10245,12.0,6.879,026404 Plumbing,026404,2024-05-28
59-10245,1.0,6.879,026404 Plumbing,026404,2024-06-07
30-10744S,120.0,22.04,026803 Custodial Services,026803,2025-04-08
91-00332,1.0,235.0,026809 Preventive Maintenance,026809,2024-08-01
20-10740S,100.0,1.7,026401 Electricians,026401,2024-07-05
20-11204,8.0,45.74,026401 Electricians,026401,2024-08-09
71-00226,1.0,369.79,026403 Mechanicals,026403,2024-08-19
58-00429,12.0,14.99,026404 Plumbing,026404,2025-04-16
59-11493,2.0,17.67,026404 Plumbing,026404,2024-06-26
59-11442,1.0,42.01,026404 Plumbing,026404,2024-07-23
71-00560,1.0,109.68,026403 Mechanicals,026403,2024-07-26
15-11193,2.0,11.75,026400 Carpenters,026400,2024-08-28
59-10246,1.0,4.92,026404 Plumbing,026404,2024-12-11
90-12102,42.0,16.03,026809 Preventive Maintenance,026809,2025-04-07
22-11824S,2.0,616.7,026401 Electricians,026401,2024-07-05
30-10113S,120.0,5.09,026803 Custodial Services,026803,2024-09-23
59-11389S,3.0,0.95,026404 Plumbing,026404,2024-12-11
58-00459,1.0,92.57,026404 Plumbing,026404,2025-01-09
25-10505,1.0,4592.14,026401 Electricians,026401,2024-07-18
71-00669,1.0,32.44,026403 Mechanicals,026403,2025-03-19
25-10494,4.0,147.05,026401 Electricians,026401,2024-05-30
22-12969,1.0,42.86,026401 Electricians,026401,2025-04-21
90-51799K,6.0,9.55,026809 Preventive Maintenance,026809,2025-05-05
20-11137,5.0,18.45,026401 Electricians,026401,2024-07-23
91-00379,1.0,63.33,026809 Preventive Maintenance,026809,2025-04-11
35-10778,5.0,9.58,026804 Stores,026804,2025-05-05
22-12750,3.0,26.6,026401 Electricians,026401,2024-07-23
35-10722S,25.0,3.57,026400 Carpenters,026400,2024-07-26
20-10902,2.0,27.14,026401 Electricians,026401,2024-09-24
35-20031K,20.0,3.86,026804 Stores,026804,2024-10-30
20-10229S,5.0,1.406,026401 Electricians,026401,2024-12-04
71-00099,2.0,141.39,026403 Mechanicals,026403,2024-12-04
59-11573,6.0,66.73,026404 Plumbing,026404,2025-01-27
90-12101,24.0,10.78,026809 Preventive Maintenance,026809,2025-02-05
35-20031K,24.0,4.25,026804 Stores,026804,2025-02-10
20-12309,2.0,180.91,026401 Electricians,026401,2024-12-19
20-11273,10.0,9.91,026401 Electricians,026401,2024-12-19
25-10514,20.0,37.0,026401 Electricians,026401,2025-01-10
25-10237,2.0,24.0,026401 Electricians,026401,2025-01-10
20-12273,1.0,41.52,026401 Electricians,026401,2024-07-23
44-10313,2.0,22.37,026402 Painters,026402,2024-09-17
35-10728,1.0,11.28,026403 Mechanicals,026403,2024-09-17
35-10741S,2.0,13.06,026400 Carpenters,026400,2024-10-22
71-00620,40.0,4.91,026403 Mechanicals,026403,2024-11-20
30-10703,150.0,46.32,026803 Custodial Services,026803,2024-08-12
35-10735S,196.0,2.35,026809 Preventive Maintenance,026809,2024-10-11
30-10703,400.0,46.32,026803 Custodial Services,026803,2025-01-17
30-20595,50.0,15.6,026803 Custodial Services,026803,2025-02-25
30-10547,10.0,48.87,026803 Custodial Services,026803,2025-02-25
Custodial Tool,2.0,32.3,026803 Custodial Services,026803,2024-07-19
40-10433,1.0,757.5,026808 Facility Repair,026808,2025-02-04
30-20505,4.0,8.34,026803 Custodial Services,026803,2025-02-25
30-10545,2.0,36.76,026803 Custodial Services,026803,2025-02-25
71-00668,1.0,16.22,026403 Mechanicals,026403,2025-03-19
30-20505,24.0,8.34,026803 Custodial Services,026803,2025-04-01
25-10493,8.0,138.26,026401 Electricians,026401,2024-05-30
35-10451K,12.0,21.82,026808 Facility Repair,026808,2024-06-13
58-00483,3.0,33.84,026404 Plumbing,026404,2025-03-07
71-00528,1.0,242.0,026403 Mechanicals,026403,2024-05-20
59-10545,8.0,13.94,026404 Plumbing,026404,2024-11-22
90-51799K,8.0,9.51,026809 Preventive Maintenance,026809,2024-11-27
91-00367,1.0,38.86,026809 Preventive Maintenance,026809,2024-12-19
71-00533,1.0,138.96,026403 Mechanicals,026403,2024-06-12
71-00280,2.0,16.34,026403 Mechanicals,026403,2024-06-12
71-00535,1.0,7.89,026403 Mechanicals,026403,2024-06-12
71-11933,4.0,9.21,026403 Mechanicals,026403,2025-05-07
30-10110S,300.0,3.5,026803 Custodial Services,026803,2024-07-29
Mechanical Tool,1.0,14.95,026403 Mechanicals,026403,2025-04-21
Custodial Tool,1.0,29.07,026803 Custodial Services,026803,2025-04-28
Grounds Tool,1.0,77.11,026805 Grounds,026805,2025-05-13
58-00447,5.0,24.92,026404 Plumbing,026404,2025-05-13
90-50924K,6.0,13.51,026809 Preventive Maintenance,026809,2025-05-05
15-10369,1.0,62.75,026400 Carpenters,026400,2024-07-26
35-10613S,8.0,13.27,026400 Carpenters,026400,2024-07-26
71-00593,1.0,48.45,026403 Mechanicals,026403,2024-10-16
22-12926S,5.0,2.02,026401 Electricians,026401,2024-11-04
59-10514,1.0,5.75,026404 Plumbing,026404,2024-11-22
15-11216,1.0,268.06,026400 Carpenters,026400,2024-08-05
70-11000,6.0,250.2791,026403 Mechanicals,026403,2024-08-06
90-11280K,2.0,24.88,026809 Preventive Maintenance,026809,2024-08-27
90-11248K,3.0,43.0,026809 Preventive Maintenance,026809,2024-08-27
20-12371,1.0,756.53,026401 Electricians,026401,2024-09-23
58-00425,1.0,4.29,026404 Plumbing,026404,2024-11-18
59-13031,2.0,184.62,026404 Plumbing,026404,2025-01-09
44-10551S,3.0,11.05,026402 Painters,026402,2025-02-05
35-10605S,2.0,57.39,026402 Painters,026402,2025-02-05
71-00596,1.0,1635.4,026403 Mechanicals,026403,2024-10-22
91-00342,1.0,106.42,026809 Preventive Maintenance,026809,2024-10-09
59-11082,2.0,156.74,026404 Plumbing,026404,2025-01-17
59-11623,3.0,75.02,026404 Plumbing,026404,2025-03-17
90-10120K,10.0,13.61,026809 Preventive Maintenance,026809,2025-01-14
35-10758S,3.0,4.46,026400 Carpenters,026400,2025-01-23
44-10263,2.0,22.49,026402 Painters,026402,2025-02-05
44-10536,3.0,92.0,026402 Painters,026402,2025-02-11
44-10570S,2.0,4.68,026402 Painters,026402,2025-02-25
91-00297S,6.0,21.53,026809 Preventive Maintenance,026809,2024-06-19
59-10208,2.0,9.93,026404 Plumbing,026404,2024-05-28
59-13351,2.0,28.62,026404 Plumbing,026404,2025-01-09
58-00461,1.0,36.48,026404 Plumbing,026404,2025-01-09
59-10329S,10.0,1.55,026404 Plumbing,026404,2025-01-17
59-12697S,4.0,1.794,026404 Plumbing,026404,2024-05-28
59-12697S,4.0,1.794,026404 Plumbing,026404,2024-05-28
25-10496,2.0,72.0,026401 Electricians,026401,2024-05-31
91-00324K,6.0,16.69,026809 Preventive Maintenance,026809,2024-06-19
90-11214K,6.0,20.84,026809 Preventive Maintenance,026809,2024-06-19
59-11250S,4.0,5.916,026404 Plumbing,026404,2024-05-28
90-11112K,6.0,10.97,026809 Preventive Maintenance,026809,2024-06-19
Plumbing Tool,3.0,13.0,026404 Plumbing,026404,2025-04-14
Mechanical Tool,4.0,30.14,026403 Mechanicals,026403,2025-04-30
Plumbing Tool,2.0,69.12,026404 Plumbing,026404,2025-05-12
58-00395,1.0,19.07,026404 Plumbing,026404,2024-06-26
Plumbing Tool,1.0,56.01,026404 Plumbing,026404,2024-07-17
Plumbing Tool,1.0,20.3,026404 Plumbing,026404,2024-07-17
Plumbing Tool,3.0,19.81,026404 Plumbing,026404,2024-07-23
Plumbing Tool,1.0,17.72,026404 Plumbing,026404,2024-07-23
PM Tool,1.0,87.37,026809 Preventive Maintenance,026809,2024-07-30
Carpentry Tool,1.0,25.71,026400 Carpenters,026400,2024-08-05
Carpentry Other Tool,4.0,78.15,026400 Carpenters,026400,2024-08-05
Custodial Tool,10.0,16.07,026803 Custodial Services,026803,2024-08-20
Custodial Tool,3.0,17.27,026803 Custodial Services,026803,2024-08-20
Custodial Tool,5.0,1.67,026803 Custodial Services,026803,2024-08-20
Custodial Tool,3.0,21.93,026803 Custodial Services,026803,2024-08-28
20-10547,20.0,6.28,026401 Electricians,026401,2024-08-09
22-12654,6.0,208.73,026401 Electricians,026401,2024-08-22
70-19172,6.0,266.5591,026403 Mechanicals,026403,2024-08-06
59-11479,1.0,55.71,026404 Plumbing,026404,2024-06-26
59-11813,2.0,17.67,026404 Plumbing,026404,2024-07-23
Plumbing Tool,1.0,152.71,026404 Plumbing,026404,2024-09-05
Custodial Tool,1.0,36.82,026803 Custodial Services,026803,2024-09-25
Plumbing Tool,4.0,17.64,026404 Plumbing,026404,2024-09-27
Mechanical Tool,1.0,1915.18,026403 Mechanicals,026403,2024-09-30
Lock/Facility Repair Tool,3.0,10.9,026808 Facility Repair,026808,2024-10-02
91-00340,1.0,493.48,026809 Preventive Maintenance,026809,2024-10-09
Electrical Tool,1.0,270.57,026401 Electricians,026401,2024-10-16
44-10559,2.0,50.95,026402 Painters,026402,2024-10-17
59-13692,1.0,55.25,026404 Plumbing,026404,2024-12-04
22-50063,1.0,575.05,026401 Electricians,026401,2024-09-11
35-10569K,9.0,16.31,026804 Stores,026804,2024-09-30
44-10488S,4.0,5.94,026402 Painters,026402,2024-10-17
44-10460,2.0,8.53,026402 Painters,026402,2024-10-17
22-12936,1.0,28.95,026401 Electricians,026401,2024-12-10
20-10642,1.0,8.19,026401 Electricians,026401,2024-07-23
20-10507,10.0,0.53,026401 Electricians,026401,2024-07-23
59-10357S,1.0,6.47,026404 Plumbing,026404,2024-06-26
35-10570K,6.0,16.31,026804 Stores,026804,2024-09-30
44-10560S,2.0,7.62,026402 Painters,026402,2024-10-17
71-00635,2.0,11.29,026403 Mechanicals,026403,2024-12-30
Custodial Tool,2.0,58.17,026803 Custodial Services,026803,2025-04-08
59-10937S,9.0,4.6,026404 Plumbing,026404,2025-04-14
Elevator Tool,1.0,399.2,026401 Electricians,026401,2024-06-26
58-00398,2.0,1.764,026404 Plumbing,026404,2024-07-09
58-11888S,6.0,6.39,026404 Plumbing,026404,2024-12-27
58-00472,4.0,24.24,026404 Plumbing,026404,2025-01-14
30-10552,8.0,25.6,026803 Custodial Services,026803,2024-08-28
30-10552,10.0,25.6,026803 Custodial Services,026803,2025-03-13
71-00643,1.0,82.61,026403 Mechanicals,026403,2025-01-09
35-10760,1.0,6.21,026404 Plumbing,026404,2025-02-04
59-11074,1.0,223.21,026404 Plumbing,026404,2024-12-27
58-00473,1.0,32.76,026404 Plumbing,026404,2025-01-14
71-00650,2.0,44.5714,026403 Mechanicals,026403,2025-01-28
58-00480,6.0,2.42,026404 Plumbing,026404,2025-02-06
58-00383,2.0,4.273,026404 Plumbing,026404,2024-05-16
30-23520,150.0,11.18,026803 Custodial Services,026803,2024-05-31
71-00537,1.0,202.4,026403 Mechanicals,026403,2024-12-20
71-57090S,6.0,5.08,026403 Mechanicals,026403,2025-01-17
35-12816,4.0,22.76,026809 Preventive Maintenance,026809,2024-05-15
15-10101,10.0,210.34,026400 Carpenters,026400,2024-06-12
58-00400,1.0,1564.7,026404 Plumbing,026404,2024-07-12
58-00430,10.0,3.21,026404 Plumbing,026404,2025-04-18
20-10485,1.0,31.43,026401 Electricians,026401,2024-07-23
40-10428,2.0,606.33,026808 Facility Repair,026808,2024-08-12
90-10084,60.0,6.05,026809 Preventive Maintenance,026809,2024-10-29
71-00554,4.0,30.45,026403 Mechanicals,026403,2024-08-05
59-11308,1.0,15.49,026404 Plumbing,026404,2024-06-26
15-10999,12.0,7.0,026400 Carpenters,026400,2024-10-02
71-11406,12.0,611.6,026403 Mechanicals,026403,2024-11-04
59-13330,1.0,67.93,026404 Plumbing,026404,2024-12-04
59-10205,1.0,7.25,026404 Plumbing,026404,2024-12-27
59-10205,1.0,7.25,026404 Plumbing,026404,2024-12-27
59-10205,7.0,7.25,026404 Plumbing,026404,2024-12-27
59-10205,7.0,7.25,026404 Plumbing,026404,2024-12-27
59-10307S,10.0,3.61,026404 Plumbing,026404,2025-01-10
Facility Repair Tool,2.0,16.52,026808 Facility Repair,026808,2025-03-18
35-57091S,10.0,5.03,026804 Stores,026804,2025-03-19
70-11227,4.0,369.28,026403 Mechanicals,026403,2025-01-17
71-11932S,6.0,5.27,026403 Mechanicals,026403,2025-01-17
22-10207,10.0,11.71,026401 Electricians,026401,2025-01-28
30-50212S,1080.0,0.69,026803 Custodial Services,026803,2024-08-05
95-11061S,2.0,115.01,026809 Preventive Maintenance,026809,2024-08-28
95-10088,16.0,10.03,026809 Preventive Maintenance,026809,2024-09-30
15-11222,6.0,85.0,026400 Carpenters,026400,2024-10-09
71-53061S,10.0,6.54,026403 Mechanicals,026403,2025-03-07
44-10556S,2.0,12.73,026402 Painters,026402,2024-10-17
58-00469,1.0,37.84,026404 Plumbing,026404,2025-01-14
71-00549,1.0,1626.39,026403 Mechanicals,026403,2024-07-09
44-10381S,2.0,19.61,026402 Painters,026402,2024-08-06
71-13328,30.0,49.77,026403 Mechanicals,026403,2024-08-07
20-11261S,46.0,4.26,026401 Electricians,026401,2024-09-26
71-51207,2.0,110.55,026403 Mechanicals,026403,2024-10-29
35-20060K,4.0,24.72,026804 Stores,026804,2025-02-11
48-10176S,1.0,39.93,026808 Facility Repair,026808,2025-04-24
70-19073S,1.0,256.0,026403 Mechanicals,026403,2025-05-14
30-10124S,120.0,4.42,026803 Custodial Services,026803,2024-07-24
71-00600,2.0,127.13,026403 Mechanicals,026403,2024-10-29
20-10341,25.0,42.55,026401 Electricians,026401,2024-09-26
90-10222,6.0,106.01,026809 Preventive Maintenance,026809,2025-03-04
90-10457,8.0,31.94,026809 Preventive Maintenance,026809,2024-10-02
Carpentry Tool,1.0,7.34,026400 Carpenters,026400,2024-12-26
Mechanical Tool,1.0,16.02,026403 Mechanicals,026403,2024-05-15
Mechanical Tool,1.0,101.25,026403 Mechanicals,026403,2024-05-15
Mechanical Tool,2.0,6.14,026403 Mechanicals,026403,2024-05-15
59-10321,4.0,34.217,026404 Plumbing,026404,2024-06-24
58-12099,4.0,23.79,026404 Plumbing,026404,2024-06-24
59-11112,1.0,9.975,026404 Plumbing,026404,2024-06-24
59-12658,2.0,166.34,026404 Plumbing,026404,2025-01-14
71-00672,1.0,208.4328,026403 Mechanicals,026403,2025-03-20
44-10173S,2.0,4.54,026402 Painters,026402,2024-06-24
44-50017S,6.0,5.94,026402 Painters,026402,2024-06-24
44-10547S,4.0,14.41,026402 Painters,026402,2024-06-24
Stores Misc,1.0,176.27,026804 Stores,026804,2025-04-17
59-10307S,10.0,3.73,026404 Plumbing,026404,2024-08-05
PM Tool,3.0,7.58,026809 Preventive Maintenance,026809,2024-09-06
20-10129S,50.0,2.107,026401 Electricians,026401,2025-04-08
22-11804,10.0,25.53,026401 Electricians,026401,2024-07-23
35-10375K,12.0,1.85,026804 Stores,026804,2025-04-15
91-00380,3.0,13.4,026809 Preventive Maintenance,026809,2025-04-24
44-10554S,2.0,6.36,026402 Painters,026402,2024-06-24
20-11258,46.0,15.11,026401 Electricians,026401,2024-09-26
22-12929,2.0,80.0,026401 Electricians,026401,2024-11-15
35-10762S,1.0,0.83,026401 Electricians,026401,2025-02-06
71-00676S,10.0,0.82,026403 Mechanicals,026403,2025-04-08
71-53031S,24.0,1.24,026403 Mechanicals,026403,2024-11-04
25-10513,2.0,94.5,026401 Electricians,026401,2024-12-20
58-10333,4.0,11.84,026404 Plumbing,026404,2025-01-14
58-00507,1.0,15.3,026404 Plumbing,026404,2025-03-31
A&E Tool,2.0,4.46,026807 A&E Services,026807,2025-04-03
22-12968,1.0,2118.85,026401 Electricians,026401,2025-04-17
30-10813,1.0,55.95,026803 Custodial Services,026803,2024-07-05
44-10220,3.0,9.25,026402 Painters,026402,2024-08-06
71-00540,1.0,426.32,026403 Mechanicals,026403,2024-11-21
20-10809,2.0,115.35,026401 Electricians,026401,2024-12-04
90-10757K,2.0,53.57,026809 Preventive Maintenance,026809,2025-03-11
71-00551,6.0,215.7436,026403 Mechanicals,026403,2024-07-09
91-00336,8.0,141.71,026809 Preventive Maintenance,026809,2024-10-02
95-10138S,2.0,27.95,026809 Preventive Maintenance,026809,2025-02-05
30-21095,250.0,25.1,026803 Custodial Services,026803,2024-05-31
20-11165,10.0,31.805,026401 Electricians,026401,2024-05-21
30-10562,3.0,60.57,026803 Custodial Services,026803,2024-05-31
71-00530,2.0,119.5,026403 Mechanicals,026403,2024-06-07
58-00446,3.0,3.2,026404 Plumbing,026404,2024-12-20
95-11067S,2.0,19.95,026809 Preventive Maintenance,026809,2025-02-05
59-12490,6.0,11.651,026404 Plumbing,026404,2024-06-24
15-11210,1.0,118.99,026400 Carpenters,026400,2024-06-07
35-10125,3.0,55.0,026400 Carpenters,026400,2025-03-19
90-52058,2.0,78.36,026809 Preventive Maintenance,026809,2024-05-30
71-11406,1.0,920.48,026403 Mechanicals,026403,2025-01-29
59-11246S,4.0,1.21,026404 Plumbing,026404,2025-02-12
25-10498,2.0,222.85,026401 Electricians,026401,2024-06-07
71-00536,2.0,293.125,026403 Mechanicals,026403,2024-06-07
35-50993K,24.0,25.55,026809 Preventive Maintenance,026809,2024-09-30
90-10344,96.0,6.12,026809 Preventive Maintenance,026809,2024-10-02
22-50087,1.0,29.52,026401 Electricians,026401,2024-10-08
90-10344,12.0,6.12,026809 Preventive Maintenance,026809,2024-12-11
71-00574,1.0,191.03,026403 Mechanicals,026403,2024-08-20
22-12907,1.0,414.82,026401 Electricians,026401,2024-08-28
22-12671,1.0,7433.0,026401 Electricians,026401,2024-10-09
20-10327S,1.0,38.39,026401 Electricians,026401,2025-04-11
90-10527,10.0,633.56,026809 Preventive Maintenance,026809,2025-04-30
15-11221,5.0,2200.0,026400 Carpenters,026400,2024-10-09
90-10668,3.0,912.06,026809 Preventive Maintenance,026809,2024-07-26
58-00406,1.0,1.33,026404 Plumbing,026404,2024-08-13
59-10095,4.0,15.36,026404 Plumbing,026404,2025-04-30
44-10585S,25.0,1.4628,026402 Painters,026402,2025-05-14
35-20072K,1.0,25.83,026804 Stores,026804,2024-09-30
22-12610,1.0,4212.0,026401 Electricians,026401,2024-10-28
58-00433,1.0,31.15,026404 Plumbing,026404,2024-12-04
71-53019S,1.0,1.28,026404 Plumbing,026404,2024-12-27
35-10341K,50.0,3.86,026809 Preventive Maintenance,026809,2024-10-16
15-11224,1.0,527.58,026400 Carpenters,026400,2024-12-26
71-53017S,31.0,3.51,026404 Plumbing,026404,2024-12-27
71-10463,5.0,6.34,026403 Mechanicals,026403,2025-01-17
91-00370,2.0,64.53,026809 Preventive Maintenance,026809,2025-02-04
35-10025S,6.0,18.94,026808 Facility Repair,026808,2025-02-17
15-10355,1.0,1828.01,026400 Carpenters,026400,2025-03-05
71-53024S,10.0,2.53,026403 Mechanicals,026403,2025-03-07
71-53019S,25.0,1.28,026404 Plumbing,026404,2024-12-27
59-11572S,10.0,2.21,026404 Plumbing,026404,2025-01-10
58-00470,4.0,10.67,026404 Plumbing,026404,2025-01-14
58-00479,4.0,1.77,026404 Plumbing,026404,2025-02-06
15-26659,4.0,9.21,026400 Carpenters,026400,2024-05-28
70-19140,4.0,273.1932,026403 Mechanicals,026403,2024-08-21
71-00581,1.0,150.29,026403 Mechanicals,026403,2024-09-11
59-10163,1.0,13.94,026404 Plumbing,026404,2024-11-25
15-50321,6.0,9.162,026400 Carpenters,026400,2025-02-06
15-11244,1.0,113.99,026400 Carpenters,026400,2025-03-12
59-12568,5.0,12.8,026404 Plumbing,026404,2025-04-07
59-13747,1.0,191.28,026404 Plumbing,026404,2025-03-26
30-10615,14.0,63.4,026803 Custodial Services,026803,2024-08-28
71-00609,2.0,81.7147,026403 Mechanicals,026403,2024-11-04
22-50467,10.0,34.4,026401 Electricians,026401,2024-12-19
71-00420,1.0,354.0,026403 Mechanicals,026403,2024-12-20
22-50467,5.0,34.4,026401 Electricians,026401,2025-01-15
44-10399,2.0,97.45,026402 Painters,026402,2025-05-14
44-10586S,1.0,18.39,026402 Painters,026402,2025-05-14
35-10724S,2.0,18.32,026403 Mechanicals,026403,2024-08-05
35-30032,20.0,11.98,026400 Carpenters,026400,2024-08-20
35-10435K,5.0,3.26,026804 Stores,026804,2025-04-14
59-11689,12.0,9.91,026404 Plumbing,026404,2025-04-23
71-00544,1.0,79.73,026403 Mechanicals,026403,2024-06-25
71-00327,4.0,105.06,026403 Mechanicals,026403,2024-07-26
58-11203,1.0,81.28,026404 Plumbing,026404,2024-11-13
20-11210,4.0,59.38,026401 Electricians,026401,2024-07-23
25-10503,1.0,255.94,026401 Electricians,026401,2024-07-12
22-56286,6.0,9.85,026401 Electricians,026401,2024-07-12
90-10851,4.0,248.2,026809 Preventive Maintenance,026809,2024-08-19
15-11147,6.0,8.99,026400 Carpenters,026400,2024-07-23
90-51718,48.0,12.97,026809 Preventive Maintenance,026809,2024-11-13
90-11247,3.0,30.48,026809 Preventive Maintenance,026809,2024-11-13
59-10493,8.0,1.28,026404 Plumbing,026404,2024-11-15
35-12341,2.0,8.52,026400 Carpenters,026400,2024-12-10
90-11179K,4.0,47.71,026809 Preventive Maintenance,026809,2024-12-10
35-10211K,1.0,4.86,026804 Stores,026804,2025-03-19
35-20240K,10.0,3.12,026804 Stores,026804,2025-03-26
35-10227K,3.0,3.18,026804 Stores,026804,2025-04-07
Stores Tool,1.0,111.95,026804 Stores,026804,2024-12-13
22-12945,3.0,21.53,026401 Electricians,026401,2025-01-29
71-00651,2.0,72.0,026403 Mechanicals,026403,2025-01-30
30-10703,350.0,46.32,026803 Custodial Services,026803,2025-02-26
40-10400S,10.0,3.38,026808 Facility Repair,026808,2024-06-07
58-11922S,24.0,4.19,026404 Plumbing,026404,2024-11-13
71-00652,2.0,118.36,026403 Mechanicals,026403,2025-01-31
71-00655,1.0,14.03,026403 Mechanicals,026403,2025-02-19
59-10510S,2.0,1.84,026404 Plumbing,026404,2024-11-15
59-11573,2.0,18.12,026404 Plumbing,026404,2025-03-18
35-20031K,24.0,4.25,026804 Stores,026804,2025-03-26
35-10189K,8.0,3.19,026804 Stores,026804,2025-04-07
40-10304,10.0,3.38,026808 Facility Repair,026808,2024-06-07
55-54673S,10.0,4.75,026404 Plumbing,026404,2024-06-24
30-25010S,1.0,52.75,026803 Custodial Services,026803,2025-04-24
30-12551,12.0,7.45,026803 Custodial Services,026803,2025-05-14
55-54672,6.0,3.138,026404 Plumbing,026404,2024-06-24
